Video,Type,Vid_num,Global,Action,Interaction
P01,int,311,He is telling me something in the cafe.,I am listening to him drinking tea.,We are sitting face to face.
P01,int,312,He is telling me something in the cafe.,I am listening to him.,We are sitting face to face.
P01,int,313,He tells me something in the cafe.,I take off my glasses and wear them again.,We have a conversation.
P01,int,314,He is listening to me in the cafe.,I am saying something to him.,We are having a conversation.
P01,int,315,A man looks at me and tells me something in the cafe.,I look down for a moment and then I see him again.,We are sitting face to face.
P01,int,316,The man is listening to me in the cafe.,I am saying him something.,We are having a conversation.
P01,int,317,A guy is talking me something in the cafe.,I am listening to a man drinking tea.,We are in conversation.
P01,int,318,The man is talking something to me in the cafe.,I am saying something to a man.,We are sitting together talking.
P01,int,319,My friend is sitting in front of me in the cafe.,I look at my smartphone and turn my head to the left.,We are sitting face to face.
P01,int,320,They are talking to each other.,I am looking at the staff of the two cafes.,
P01,int,321,A man is standing in front of me.,I look up and see the man in front of me.,He is telling me something.
P01,int,322,Books are displayed in the bookstore.,I go to the door through the bookstore.,I walk to the door chatting with my friend.
P01,int,323,A man is standing in line in front of the counter.,I am standing in line.,We are having a conversation.
P01,int,324,The clerk at the counter takes out the bag.,I stand in front of the counter.,The clerk takes out the bag and gives it to me.
P01,int,325,My friend is next to me.,I say hello and walk towards the door.,I walk towards the door with my friend to go outside.
P01,int,326,A man is standing in front of the door.,I am facing a man.,We are facing each other.
P01,int,327,My friend is explaining something in front of the shoe store.,I am standing.,I am having a conversation with him.
P01,int,328,Many shoes are on display in the shoe store.,I am looking at the shoes on display.,He is explaining something about shoes to me.
P01,int,329,He holds his shoes and explains something in the mart.,I hear him checking the price tag on shoes.,We watch the shoes together.
P01,int,330,Many shoes are on display at the shoe store.,I am looking at the shoes on display.,
P01,int,331,My friend is looking at the shoes at the shoe store.,I am saying something pointing to the shoes on display.,We are shopping at the shoes in the shoe store.
P01,int,332,Many shoes are on display in the shoe market.,I am shopping for shoes.,
P01,int,333,My friend explains about shoes at the shoe market.,I am listening to him picking up and putting shoes off.,We choose shoes together.
P01,int,334,He looks and says something in the shoe store.,I look at where he looks.,We have a conversation.
P01,int,335,My friend is smiling and telling me something in the store.,I am walking through the clothing store staring at my friend.,We are walking and talking together.
P01,int,336,He turns his head and looks at me in the mart.,I walk.,We have a conversation walking together.
P01,int,337,He is walking next to me at the mart.,I am walking.,We are walking together talking.
P01,int,338,He is walking next to me in the mart.,I am walking in the store.,We are walking together talking.
P01,int,339,He picks up the pouch.,I get a pouch.,I get the pouch that he gives me.
P01,int,340,He walks towards the escalator in the mart.,I walk towards the escalator.,We walk towards the escalator together.
P01,int,341,He is talking something to me in the store.,I am listening to him going down the escalator.,We are talking down the escalator together.
P01,int,342,He is walking by saying something to me in the market.,I am walking and looking at my friend beside me.,We are walking and talking together.
P01,int,343,He points to the back in the market.,I look at where my friend points.,We are together in the store.
P01,int,344,The guy says something at the store.,I look at a guy.,We walk together.
P01,int,345,He is saying something to me in the store.,I am looking at a man.,We are walking together.
P01,int,346,A man is talking me something in the mart.,I am listening to him.,We are walking together.
P01,int,347,He is saying something to me in the market.,I am listening to him walking.,I am talking to him while walking around the store.
P01,int,348,He enters a brand store.,I go into some band store.,We enter a brand store together.
P01,int,349,He wanders in the store.,I look at the sunglasses.,We look at the sunglasses together.
P01,int,350,He is looking around the store.,I am looking around the store.,We are looking around the store together.
P01,int,351,A man is shopping for sunglasses in the mart.,I am shopping for sunglasses.,We are watching the sunglasses together.
P01,int,352,He is putting something in his wallet in front of the counter.,I am watching him put something in his wallet.,We are together in front of the counter.
P01,int,353,My friend is walking listening to me.,I am telling him something.,We are walking and talking together.
P01,int,354,He gives me a sunglasses case.,I touch his sunglasses case.,We are walking around the store looking at the sunglasses case.
